m,beta,delta,pickup_rate,p1,p2,s,cutoff,equilibrium_count,completion_spread,stable,repeat_mass,rescue_mass,abandon_mass,first_completion,repeat_completion,rescue_completion,completion,repeat_coverage,rescue_coverage,repeat_fresh_accept_intensity,rescue_fresh_accept_intensity,expected_transfer,expected_fresh_acceptors,expected_pickup_cost,expected_notifications,expected_extra_notifications,mechanism,exploration_evaluations,certification_stable,certification_grids,holdout_share,rescue_bonus,rescue_incumbent_intensity,rescue_core_fresh_intensity,rescue_outer_fresh_intensity,rescue_total_intensity,solver_total_evaluations,quick
4.0,0.6,0.8,0.25,0.191319970290473,0.252621974746902,1.0,0.18292894445773,1,0.0,True,0.5249503929775072,0.317327588208533,0.1577220188139597,0.4196379360625796,0.1123561905101367,0.0894454118301644,0.6214395384028808,0.5501513042814379,0.7245254466922675,0.7652798811618922,1.0104878989876085,0.1243769770591843,0.2810399866319586,0.0,1.3107263569333647,0.0,fixed_rescue,393,True,"401,801,1601",0.0438585988697534,0.061302004456429,0.2787721211566881,1.0104878989876085,0.0,1.2892600201442963,2819,False
6.0,0.6,0.8,0.25,0.191319970290473,0.191319970290473,1.0,0.191319970290473,1,0.0,True,0.0,0.8422779811860402,0.1577220188139597,0.5520889973225154,0.0,0.1475466302745016,0.699635627597017,0.682703884156534,0.682703884156534,1.147919821742838,1.147919821742838,0.1338542674860177,0.2480895531050294,0.0,1.296725860496244,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.147919821742838,0.0,1.147919821742838,2822,False
6.0,0.6,0.8,0.25,0.135194970290473,0.1758654103900566,2.9395,0.1277426758687889,1,0.0,True,0.2189864877751682,0.6767935122279276,0.1042199999969042,0.4629674296148458,0.0506064102269673,0.2435895622808011,0.7571634021226143,0.5750924181916338,0.8956780199648257,0.8111698217428384,1.9715367934577863,0.1122715783566254,0.6075617916318549,0.006338977816875,5.324559608745258,3.164811096260913,expanded_search,2373,True,"401,801,1601",0.0551225715399954,0.0406704400995835,0.2887364071276065,1.05519246234034,0.9163443311174466,2.260273200585393,2822,False
6.0,0.6,0.8,0.25,0.152694970290473,0.2197907247469021,1.0,0.1450502954832486,1,0.0,True,0.5179119262269787,0.3619463971737244,0.1201416765992968,0.4924323819354714,0.1135630948609121,0.1065048443877486,0.7125003211841322,0.6178866056535813,0.8291871769538818,0.9161698217428385,1.3187443484814123,0.1159412382626241,0.3377713500862172,0.0,1.873425917347492,0.0,fixed_rescue,394,True,"401,801,1601",0.0500650073324738,0.067095754456429,0.4484425755819206,1.3187443484814123,0.0,1.767186924063333,2822,False
8.0,0.6,0.8,0.25,0.167694970290473,0.167694970290473,1.0,0.167694970290473,1,0.0,True,0.0,0.8656782755484052,0.1343217244515949,0.6147092253075609,0.0,0.1391214988189403,0.7538307241265012,0.7385624300769795,0.7385624300769795,1.3415597623237845,1.3415597623237845,0.1264136208864394,0.2527068766146323,0.0,1.5069436857700964,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.3415597623237845,0.0,1.3415597623237845,2834,False
8.0,0.6,0.8,0.25,0.1128089828220178,0.1612235901540798,2.7655000000000003,0.1060024887718662,1,0.0,True,0.2662085024369337,0.6490228433591172,0.084768654203949,0.5072407376174808,0.0622985948478771,0.2307075995717432,0.8002469320371012,0.615927451163415,0.9355675487987,0.9024718625761428,2.3003690610881096,0.1014446602513343,0.6585441683528562,0.0049735379459081,6.264866951374377,3.482927705792429,expanded_search,2376,True,"401,801,1601",0.0603364544195065,0.0484146073320619,0.4417688110577084,1.2897887212326389,1.010580339855471,2.742137872145818,2834,False
8.0,0.6,0.8,0.25,0.1303089828220178,0.1843234497974858,1.0,0.1240199411462911,1,0.0,True,0.4581829093821289,0.4419279880529519,0.099889102564919,0.5472312205882415,0.0982091821879441,0.1223711257819298,0.7678115285581155,0.6647182969800204,0.8587205828442042,1.0424718625761429,1.4745875983798864,0.1066625504177256,0.3641552418000954,0.0,2.3219966151610008,0.0,fixed_rescue,403,True,"401,801,1601",0.0482625337066484,0.0540144669754679,0.4824280692095571,1.4745875983798864,0.0,1.9570156675894437,2834,False
12.0,0.6,0.8,0.25,0.129069970290473,0.129069970290473,1.0,0.129069970290473,1,0.0,True,0.0,0.9012014238514452,0.0987985761485547,0.6858622755266145,0.0,0.1313428012898836,0.8172050768164981,0.7875055999106653,0.7875055999106653,1.5488396434856768,1.5488396434856768,0.1054766349859291,0.2583206234308816,0.0,2.00139988294356,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.5488396434856768,0.0,1.5488396434856768,2829,False
12.0,0.6,0.8,0.25,0.0878679656440357,0.1280703303409789,2.3200000000000003,0.0829490748942913,1,0.0,True,0.2505065804774155,0.6852717481457522,0.0642216713768323,0.5750265621210252,0.0567124626169053,0.2195080002056754,0.8512470249436059,0.6715735217881955,0.9502146530307856,1.0544155877284287,2.458579510453622,0.0836220850204976,0.6569960205701162,0.0030890713441961,7.444652227816927,3.659180283284107,expanded_search,2374,True,"401,801,1601",0.055980478365363,0.0402023646969432,0.5414550653602512,1.536843964091747,0.9217355463618748,3.0000345758138733,2829,False
12.0,0.6,0.8,0.25,0.0992429656440357,0.1430592061501825,1.0,0.0943854096168982,1,0.0,True,0.3910475018688033,0.5355009739437384,0.0734515241874583,0.6105453381350978,0.080946297081366,0.1398399529410317,0.8313315881574955,0.7132677025616397,0.8998209337883485,1.1909155877284283,1.716710473802191,0.0886310732527484,0.4019445621633815,0.0,3.2267424575569947,0.0,fixed_rescue,400,True,"401,801,1601",0.0489460990571415,0.0438162405061468,0.584085558399412,1.716710473802191,0.0,2.3007960322016032,2829,False
16.0,0.6,0.8,0.25,0.1075589828220178,0.1075589828220178,1.0,0.1075589828220178,1,0.0,True,0.0,0.91965184570432,0.08034815429568,0.7327857837713817,0.0,0.1205602440959619,0.8533460278673436,0.8211027616015997,0.8211027616015997,1.720943725152286,1.720943725152286,0.0917850307526208,0.2526814002854882,0.0,2.3492356812597435,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.720943725152286,0.0,1.720943725152286,2775,False
16.0,0.6,0.8,0.25,0.0731643218813452,0.1080671855567061,2.0890000000000004,0.0693529248178681,1,0.0,True,0.2397000042933064,0.7076733912943892,0.0526266044123043,0.6212807711239761,0.0518680332274602,0.2074508282987585,0.8805996326501948,0.7081780733895074,0.9593852657876888,1.1706291501015238,2.5841961947562573,0.0716691029512655,0.6445273449862473,0.0021202906120138,8.39923857461918,3.7676451381706784,expanded_search,2328,True,"401,801,1601",0.0520936566549238,0.0349028636753608,0.6194281718214081,1.7290749689072975,0.8551212258489596,3.2036243665776656,2775,False
16.0,0.6,0.8,0.25,0.0792893218813452,0.1310349455193865,1.0,0.0750297709653822,1,0.0,True,0.4186217575643784,0.5239665612450639,0.0574116811905575,0.6435300134496276,0.0855529632073845,0.1379492538943877,0.8670322305513998,0.7373103455701756,0.9498452433779296,1.268629150101524,2.096559128310185,0.0758846677828582,0.4516943432953474,0.0,4.180276107469792,0.0,fixed_rescue,392,True,"401,801,1601",0.0537216212081783,0.0517456236380413,0.8960827928640687,2.096559128310185,0.0,2.992641921174254,2775,False
0.5,0.6,0.95,0.25,0.35,0.35,1.0,0.35,1,0.0,True,0.0,0.6410256410256461,0.3589743589743539,0.1043529365000152,0.0,0.0561537212710395,0.1605066577710548,0.1605429792307926,0.1605429792307926,0.175,0.175,0.0561773302198691,0.0612104077644218,0.0,0.1748868793269196,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.175,0.0,0.175,2752,False
0.5,0.6,0.95,0.25,0.3386249999999999,0.3386249999999999,4.0,0.3386249999999999,1,0.0,True,0.0,0.6586656586656586,0.3413343413343412,0.1030124395898268,0.0,0.137665357497885,0.2406777970877118,0.1557549644147825,0.3743202790393812,0.1693124999999999,0.4689166666666666,0.0814995190388263,0.1724554724073385,0.0100077724011868,0.7355484872536208,0.5516613654402156,expanded_search,2316,True,"401,801,1601",0.0,0.0,0.0,0.1693124999999999,0.2996041666666666,0.4689166666666666,2752,False
0.5,0.6,0.95,0.25,0.3324999999999999,0.372625,1.0,0.3258807401782493,1,0.0,True,0.5708863758563145,0.0970287302610337,0.3320848938826517,0.1003640644762415,0.050496355166431,0.0104091916070267,0.1612696112496993,0.1559635768369373,0.1891600796900176,0.1662499999999999,0.1863125,0.0540398145537569,0.0640792858594867,0.0,0.1893993292791563,0.0,fixed_rescue,381,True,"401,801,1601",0.019907548336092,0.040125,0.0233721299108753,0.1863125,0.0,0.2096846299108753,2752,False
0.75,0.6,0.95,0.25,0.343875,0.343875,1.0,0.343875,1,0.0,True,0.0,0.6506001143074871,0.3493998856925128,0.1491584274454756,0.0,0.0749815942389878,0.2241400216844635,0.2273323336947619,0.2273323336947619,0.25790625,0.25790625,0.0770761499567449,0.0850658657961269,0.0,0.2473743825405363,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.25790625,0.0,0.25790625,2765,False
0.75,0.6,0.95,0.25,0.3236249999999999,0.3236249999999999,4.0,0.3236249999999999,1,0.0,True,0.0,0.6810201441508039,0.3189798558491962,0.1457641415529319,0.0,0.1742852551007501,0.3200493966536821,0.2155078788437359,0.4823080993146878,0.2427187499999999,0.658375,0.1035759859920478,0.2379082063726439,0.0122950190048172,1.0840700499228124,0.8130525374421094,expanded_search,2320,True,"401,801,1601",0.0,0.0,0.0,0.2427187499999999,0.41565625,0.658375,2765,False
0.75,0.6,0.95,0.25,0.3174999999999999,0.3598749999999999,1.0,0.3097610954694987,1,0.0,True,0.5676664878109743,0.1221992020547107,0.310134310134315,0.1414878670676648,0.0664770359918905,0.0175003762546436,0.225465279314199,0.2164568759227189,0.264711013695268,0.2381249999999999,0.2699062499999999,0.0723268046260487,0.0909754699857092,0.0,0.2799192812333034,0.0,fixed_rescue,390,True,"401,801,1601",0.0243745024582714,0.0423749999999999,0.0375854283978758,0.2699062499999999,0.0,0.3074916783978758,2765,False
1.0,0.6,0.95,0.25,0.3324999999999999,0.3324999999999999,1.0,0.3324999999999999,1,0.0,True,0.0,0.6679151061173483,0.3320848938826517,0.1888166135332895,0.0,0.0904395837659861,0.2792561972992757,0.2828713311360143,0.2828713311360143,0.3324999999999999,0.3324999999999999,0.0928526856020091,0.1063068550687843,0.0,0.3197198648685245,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.3324999999999999,0.0,0.3324999999999999,2765,False
1.0,0.6,0.95,0.25,0.2999999999999999,0.3089999999999999,4.0,0.294378224508165,1,0.0,True,0.0400927987031285,0.6741929155825858,0.2857142857142857,0.1785037359633818,0.0055058686221569,0.1988840772554652,0.382893681841004,0.2633348083988513,0.5656719300163071,0.2999999999999999,0.8193333333333332,0.1166580612476003,0.2943411318044029,0.013315298224793,1.4272645916035485,1.054767260148821,expanded_search,2320,True,"401,801,1601",0.0187392516394496,0.009,0.0146217754918349,0.3089999999999999,0.5103333333333333,0.8339551088251682,2765,False
1.0,0.6,0.95,0.25,0.3061249999999999,0.3502062499999999,1.0,0.2981733830559326,1,0.0,True,0.5688606721429939,0.1370181484899298,0.2941211793670762,0.178899953570748,0.0789605907463375,0.0233683114681795,0.2812288557852651,0.26953693983202,0.3311791998175999,0.3061249999999999,0.3502062499999999,0.0871212878571709,0.1143899060266171,0.0,0.3635099784288654,0.0,fixed_rescue,390,True,"401,801,1601",0.0259750655584067,0.04408125,0.0520328669440672,0.3502062499999999,0.0,0.4022391169440672,2765,False
1.5,0.6,0.95,0.25,0.3113749999999999,0.3113749999999999,1.0,0.3113749999999999,1,0.0,True,0.0,0.6985538815272028,0.3014461184727972,0.2569666772280504,0.0,0.1125211215963349,0.3694877988243853,0.373159088368924,0.373159088368924,0.4670624999999999,0.4670624999999999,0.1150492633589429,0.1408364367736642,0.0,0.4523048952988013,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.4670624999999999,0.0,0.4670624999999999,2849,False
1.5,0.6,0.95,0.25,0.2674999999999999,0.2882812499999999,4.0,0.2574595075614567,1,0.0,True,0.0942087080627713,0.6623328163968465,0.2434584755403822,0.2346623202834177,0.0159708272783064,0.2254242715660192,0.4760574191277434,0.3405246858318736,0.6836544384443262,0.4012499999999999,1.1046875,0.1320299577601527,0.3830721686398011,0.0138673521734381,2.048756362037531,1.4838040463181985,expanded_search,2410,True,"401,801,1601",0.0375345511721241,0.0207812499999999,0.0462326136578147,0.4324218749999999,0.6722656250000001,1.1509201136578149,2849,False
1.5,0.6,0.95,0.25,0.2824999999999999,0.3301249999999999,1.0,0.2737937393944094,1,0.0,True,0.5657748298353729,0.1717396881669546,0.2624854819976725,0.2416596786792377,0.0952778804883617,0.0359509565907315,0.372888515758331,0.3539054288262191,0.4399248965313103,0.4237499999999998,0.4951874999999999,0.107053170009362,0.1545483830379631,0.0,0.526408717837432,0.0,fixed_rescue,384,True,"401,801,1601",0.0308186216127098,0.047625,0.0844968909083858,0.4951874999999999,0.0,0.5796843909083857,2849,False
2.0,0.6,0.95,0.25,0.2938749999999999,0.2938749999999999,1.0,0.2938749999999999,1,0.0,True,0.0,0.722546763438952,0.2774532365610479,0.3138189497340879,0.0,0.1259762112853237,0.4397951610194116,0.4444240746809528,0.4444240746809528,0.5877499999999999,0.5877499999999999,0.1292448029445795,0.166603301668802,0.0,0.5669189337943074,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.5877499999999999,0.0,0.5877499999999999,2899,False
2.0,0.6,0.95,0.25,0.241319970290473,0.2650825222587292,4.0,0.2313218289178712,1,0.0,True,0.1116429789740201,0.6763045431780459,0.2120524778479339,0.2810022221596158,0.0210686320975223,0.2397116869823754,0.5417825412395136,0.3950661848163327,0.7420135542822296,0.4826399405809461,1.2873268447365005,0.1364391081751335,0.4416171237859489,0.0132818279798908,2.6911041182199664,1.9383340285279984,expanded_search,2454,True,"401,801,1601",0.0414310567027139,0.0237625519682561,0.0675213866817159,0.5301650445174585,0.757161800219042,1.3548482314182164,2899,False
2.0,0.6,0.95,0.25,0.2613749999999999,0.31216875,1.0,0.252240562669467,1,0.0,True,0.5620316978624066,0.2020569804249517,0.2359113217126416,0.2926293385300472,0.1047386215459757,0.0473006246211848,0.4446685846972078,0.4178451926797323,0.5248828504199795,0.5227499999999999,0.6243375,0.118627827427085,0.187297581770575,0.0,0.6815604709889449,0.0,fixed_rescue,390,True,"401,801,1601",0.0349476320632536,0.05079375,0.1198563746610659,0.6243375,0.0,0.7441938746610659,2899,False
3.0,0.6,0.95,0.25,0.2613749999999999,0.2613749999999999,1.0,0.2613749999999999,1,0.0,True,0.0,0.7640886782873583,0.2359113217126416,0.4014286675229949,0.0,0.1400267431909098,0.5414554107139048,0.5434810188160364,0.5434810188160364,0.784125,0.784125,0.1415229079753468,0.2020281595919691,0.0,0.7729437000170984,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.784125,0.0,0.784125,2872,False
3.0,0.6,0.95,0.25,0.202694970290473,0.2421771576178573,3.901,0.1908478894743925,1,0.0,True,0.1907444128499547,0.6397721709437286,0.1694834162063166,0.3475542261573118,0.0407161112078779,0.2407226224828319,0.6289929598480217,0.4746161566364189,0.8366033765058999,0.6080849108714192,1.6575869563901398,0.1369979649841178,0.5291168908584469,0.0112061839812252,3.624760734276764,2.504184231502814,expanded_search,2417,True,"401,801,1601",0.0584478282766613,0.0394821873273842,0.1539878044303943,0.7265314728535719,0.931055483536568,1.811574760820534,2872,False
3.0,0.6,0.95,0.25,0.2238199702904731,0.2802469747469021,1.0,0.2139818369228554,1,0.0,True,0.549665844200129,0.2580935572072608,0.1922405985926101,0.3677016529802162,0.1131385755338046,0.0681451706531389,0.5489853991671599,0.5038982890965523,0.6463813964357812,0.6714599108714193,0.8407409242407065,0.126719123579626,0.2393962664714887,0.0,0.9898567472241908,0.0,fixed_rescue,400,True,"401,801,1601",0.0439555655147738,0.056427004456429,0.19879541347214,0.8407409242407065,0.0,1.0395363377128464,2872,False
4.0,0.6,0.95,0.25,0.2351949702904731,0.2351949702904731,1.0,0.2351949702904731,1,0.0,True,0.0,0.7949848121162713,0.2050151878837287,0.4662837983736228,0.0,0.1446883773776974,0.6109721757513202,0.6096766891696797,0.6096766891696797,0.9407798811618924,0.9407798811618924,0.1436975827241374,0.2232657355823777,0.0,0.9492793800251668,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.9407798811618924,0.0,0.9407798811618924,2821,False
4.0,0.6,0.95,0.25,0.172944970290473,0.2113799229643304,3.454,0.1622972251195237,1,0.0,True,0.1964100274086492,0.6641837145811512,0.1394062580101995,0.3949441014340504,0.0441492386642785,0.2465034108390244,0.6855967509373535,0.5201927709280774,0.8588937851617287,0.6917798811618922,1.7619115840849844,0.1280448566516477,0.5643824540247458,0.0090214848101111,4.304690065780896,2.8172022229037808,expanded_search,2371,True,"401,801,1601",0.0615672439219577,0.0384349526738574,0.1963307913792269,0.8455196918573219,0.9163918922276624,1.9582423754642115,2821,False
4.0,0.6,0.95,0.25,0.196569970290473,0.2570844747469021,1.0,0.187009137393018,1,0.0,True,0.5445021261912024,0.2923889010116291,0.1631089727971685,0.4231706682977314,0.1162713128665576,0.081143197283931,0.62058517844822,0.5615560128598512,0.729812535623911,0.7862798811618923,1.0283378989876084,0.1268987504639219,0.2771351730501564,0.0,1.2729425903016414,0.0,fixed_rescue,395,True,"401,801,1601",0.048638318881195,0.060514504456429,0.2803013494155364,1.0283378989876084,0.0,1.3086392484031448,2821,False
6.0,0.6,0.95,0.25,0.191319970290473,0.191319970290473,1.0,0.191319970290473,1,0.0,True,0.0,0.8422779811860402,0.1577220188139597,0.5520889973225154,0.0,0.1475466302745016,0.699635627597017,0.682703884156534,0.682703884156534,1.147919821742838,1.147919821742838,0.1338542674860177,0.2480895531050294,0.0,1.296725860496244,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.147919821742838,0.0,1.147919821742838,2822,False
6.0,0.6,0.95,0.25,0.135194970290473,0.1770274229643305,3.139,0.1257445224686676,1,0.0,True,0.226995483438464,0.6687845165646318,0.1042199999969042,0.4581208359521104,0.053557393997369,0.2447022134588621,0.7563804434083415,0.580156186159142,0.8996931097498112,0.8111698217428384,1.9918234869871103,0.1124953253385915,0.6166278299029448,0.0063951159499357,5.6764412381684215,3.490643835656757,expanded_search,2373,True,"401,801,1601",0.0699023625028409,0.0418324526738574,0.3076974029739773,1.062164537785983,0.9296589492011272,2.299520889961088,2822,False
6.0,0.6,0.95,0.25,0.158819970290473,0.2249969747469021,1.0,0.150466134543701,1,0.0,True,0.5442155863749146,0.3299136410745154,0.12587077255057,0.5001369181872619,0.1175296386324211,0.0938634410180909,0.711529997837774,0.6332382543733975,0.8342321377818723,0.9529198217428384,1.3499818484814128,0.1192167744719256,0.3287557533499569,0.0,1.788694509611444,0.0,fixed_rescue,394,True,"401,801,1601",0.0525994037871515,0.066177004456429,0.4471850412192063,1.3499818484814128,0.0,1.7971668897006192,2822,False
8.0,0.6,0.95,0.25,0.167694970290473,0.167694970290473,1.0,0.167694970290473,1,0.0,True,0.0,0.8656782755484052,0.1343217244515949,0.6147092253075609,0.0,0.1391214988189403,0.7538307241265012,0.7385624300769795,0.7385624300769795,1.3415597623237845,1.3415597623237845,0.1264136208864394,0.2527068766146323,0.0,1.5069436857700964,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.3415597623237845,0.0,1.3415597623237845,2908,False
8.0,0.6,0.95,0.25,0.1128089828220178,0.1612235901540798,2.7655000000000003,0.1043334192239756,1,0.0,True,0.2700333478789037,0.6451979979171472,0.084768654203949,0.502133408015877,0.0645728414017335,0.2326432238407074,0.7993494732583181,0.6210217151155154,0.9364221683607972,0.9024718625761428,2.3003690610881096,0.1014371313282994,0.6653375816278372,0.0049909626840781,6.328278291353452,3.5089439406139054,expanded_search,2460,True,"401,801,1601",0.0751319920277483,0.0484146073320619,0.4551213674408337,1.2897887212326389,1.010580339855471,2.7554904285289434,2908,False
8.0,0.6,0.95,0.25,0.135194970290473,0.1886475487070686,1.0,0.128203461039023,1,0.0,True,0.4827540248015388,0.4130259752015569,0.1042199999969042,0.5547107454425818,0.1017023584346986,0.1106172393253774,0.767030343202658,0.6793778129200098,0.8636776655136135,1.0815597623237845,1.5091803896565492,0.1096114211204417,0.3551999881313546,0.0,2.222210063692832,0.0,fixed_rescue,393,True,"401,801,1601",0.0517142704083473,0.0534525784165955,0.4835527013443648,1.5091803896565492,0.0,1.992733091000914,2908,False
12.0,0.6,0.95,0.25,0.129069970290473,0.129069970290473,1.0,0.129069970290473,1,0.0,True,0.0,0.9012014238514452,0.0987985761485547,0.6858622755266145,0.0,0.1313428012898836,0.8172050768164981,0.7875055999106653,0.7875055999106653,1.5488396434856768,1.5488396434856768,0.1054766349859291,0.2583206234308816,0.0,2.00139988294356,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.5488396434856768,0.0,1.5488396434856768,2829,False
12.0,0.6,0.95,0.25,0.0878679656440357,0.1280703303409789,2.3200000000000003,0.0817878504438177,1,0.0,True,0.2542059202955948,0.6815724083275728,0.0642216713768323,0.5702962193246475,0.0587524414055281,0.2215470893392103,0.8505957500693859,0.676118305444661,0.9509035853984472,1.0544155877284287,2.458579510453622,0.0836468350272208,0.6644394831889653,0.0031033522562126,7.529086589546177,3.6904960177036505,expanded_search,2374,True,"401,801,1601",0.0691960392579167,0.0402023646969432,0.5553897587659342,1.536843964091747,0.9217355463618748,3.0139692692195563,2829,False
12.0,0.6,0.95,0.25,0.0992429656440357,0.1430592061501825,1.0,0.0932513583672575,1,0.0,True,0.3970020083898374,0.5295464674227042,0.0734515241874583,0.6065689637868567,0.0837575003748357,0.1403906766749177,0.8307171408366102,0.7171433014264764,0.9011749977663478,1.1909155877284283,1.716710473802191,0.0885942243219681,0.406530800860161,0.0,3.27095410065647,0.0,fixed_rescue,400,True,"401,801,1601",0.0603731180129066,0.0438162405061468,0.5976941733951009,1.716710473802191,0.0,2.314404647197292,2829,False
16.0,0.6,0.95,0.25,0.1075589828220178,0.1075589828220178,1.0,0.1075589828220178,1,0.0,True,0.0,0.91965184570432,0.08034815429568,0.7327857837713817,0.0,0.1205602440959619,0.8533460278673436,0.8211027616015997,0.8211027616015997,1.720943725152286,1.720943725152286,0.0917850307526208,0.2526814002854882,0.0,2.3492356812597435,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.720943725152286,0.0,1.720943725152286,2775,False
16.0,0.6,0.95,0.25,0.0731643218813452,0.1080671855567061,2.0890000000000004,0.0684755246107906,1,0.0,True,0.2432321993589467,0.704141196228749,0.0526266044123043,0.6169610178291135,0.053683058423639,0.2094570996678929,0.8801011759206454,0.7122461657201645,0.959951448358957,1.1706291501015238,2.5841961947562573,0.0717026583187534,0.652092086239695,0.0021314559690028,8.498910781541076,3.8018386355396903,expanded_search,2328,True,"401,801,1601",0.0640858433453223,0.0349028636753608,0.633466575134648,1.7290749689072975,0.8551212258489596,3.217662769890905,2775,False
16.0,0.6,0.95,0.25,0.0792893218813452,0.1310349455193865,1.0,0.0740706144778816,1,0.0,True,0.4254375304190312,0.5171507883904112,0.0574116811905575,0.6392434515858982,0.0887695545373819,0.1383716046803982,0.8663846108036786,0.7413109372857588,0.9506090675348986,1.268629150101524,2.096559128310185,0.0758551732570406,0.4570914211493067,0.0,4.244923517719477,0.0,fixed_rescue,392,True,"401,801,1601",0.0658185399955022,0.0517456236380413,0.9114292966640783,2.096559128310185,0.0,3.007988424974264,2775,False
0.5,0.8,0.8,0.25,0.4081666666666666,0.4081666666666666,1.0,0.4081666666666666,1,0.0,True,0.0,0.8275837792171322,0.1724162207828678,0.1092557364610565,0.0,0.0737265570240384,0.1829822934850949,0.1846055811789183,0.1846055811789183,0.2040833333333333,0.2040833333333333,0.0746872727908329,0.0815054529585052,0.0,0.1996866956925403,0.0,baseline,53,True,"401,801,1601",0.0,0.0,0.0,0.2040833333333333,0.0,0.2040833333333333,2765,False
0.5,0.8,0.8,0.25,0.3333333333333332,0.4033333333333332,4.0,0.2817594575769902,1,0.0,True,0.205943199212114,0.6690568007878765,0.1250000000000094,0.0876041518393087,0.0208774865572149,0.1870079808041752,0.2954896192006989,0.1750674095612211,0.4826937764498136,0.1666666666666666,0.5983333333333334,0.1115870983898585,0.2516853831277935,0.0134965743614299,0.8344784206768281,0.5811385704398617,expanded_search,2331,True,"401,801,1601",0.1547216272690291,0.07,0.0607869378781715,0.2016666666666666,0.3966666666666667,0.659120271211505,2765,False
0.5,0.8,0.8,0.25,0.3414999999999999,0.4492474999999999,1.0,0.3013471482392934,1,0.0,True,0.6255261128062567,0.2448231658573728,0.1296507213363705,0.0921054347608068,0.0615494749524525,0.0357932325825792,0.1894481422958386,0.1737240041665352,0.2581245639718534,0.1707499999999999,0.2246237499999999,0.0685531719217203,0.0916435929708066,0.0,0.2464805506474659,0.0,fixed_rescue,381,True,"401,801,1601",0.1175778968102679,0.1077475,0.0739501758803532,0.2246237499999999,0.0,0.2985739258803532,2765,False
0.75,0.8,0.8,0.25,0.3848333333333333,0.3848333333333333,1.0,0.3848333333333333,1,0.0,True,0.0,0.8436060688160291,0.1563939311839709,0.1542265048215702,0.0,0.0974878442534091,0.2517143490749794,0.2507068623488002,0.2507068623488002,0.2886249999999999,0.2886249999999999,0.0968680720023545,0.1122323848020304,0.0,0.2916389384201744,0.0,baseline,53,True,"401,801,1601",0.0,0.0,0.0,0.2886249999999999,0.0,0.2886249999999999,2818,False
0.75,0.8,0.8,0.25,0.2902599603872974,0.3794644673195203,4.0,0.2385836749932851,1,0.0,True,0.2506681549612359,0.6470901987362415,0.1022416463025225,0.116285267750374,0.0336507512314429,0.2327380096633468,0.3826740286451638,0.226208006947129,0.6060589484382647,0.217694970290473,0.825893401958561,0.1318362277921985,0.3495429153743743,0.0159634644652819,1.2636264583328485,0.8640422240970712,expanded_search,2375,True,"401,801,1601",0.1780344947510501,0.0892045069322229,0.1056605942446764,0.2845983504896402,0.5412950514689208,0.9315539962032374,2818,False
0.75,0.8,0.8,0.25,0.3217599603872974,0.4341463696962825,1.0,0.2844459695610472,1,0.0,True,0.6197613061966727,0.2616376301699354,0.1186010636333917,0.1302994933512507,0.0801744005590696,0.0508361249007177,0.2613100188110381,0.236090126509853,0.3546000503472407,0.241319970290473,0.3256097772722118,0.0897923908422183,0.1286304407485968,0.0,0.3622156610002364,0.0,fixed_rescue,390,True,"401,801,1601",0.1159684094358289,0.1123864093089851,0.1122753001014265,0.3256097772722118,0.0,0.4378850773736383,2818,False
1.0,0.8,0.8,0.25,0.3685,0.3685,1.0,0.3685,1,0.0,True,0.0,0.8541171813143309,0.145882818685669,0.1946464811387894,0.0,0.1150075888344278,0.3096540699732173,0.3082287904018835,0.3082287904018835,0.3685,0.3685,0.1141075247851305,0.1374962294412186,0.0,0.373124096176984,0.0,baseline,53,True,"401,801,1601",0.0,0.0,0.0,0.3685,0.0,0.3685,2858,False
1.0,0.8,0.8,0.25,0.2620932937206307,0.3562269673195203,4.0,0.2156650729865742,1,0.0,True,0.2608499793526017,0.6503538044420492,0.0887962162053491,0.1431500568275986,0.0411852822941966,0.2641797555184386,0.4485150946402338,0.2654678510294635,0.6829840202103705,0.2620932937206307,1.0082412026114151,0.1424210093150864,0.4306517112461148,0.0173646293430538,1.7023512584819778,1.1604067490644958,expanded_search,2414,True,"401,801,1601",0.1771438714625986,0.0941336735988896,0.1405618943329461,0.3562269673195203,0.6520142352918947,1.1488030969443612,2858,False
